"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"107","WBGene00004903","Y46G5A.25","Pseudogene","Pseudogene","Pseudogene","snf-4 is enriched in the male based on RNA-seq studies\; is affected by several genes including hsf-1, eat-2, and npr-1 based on RNA-seq and microarray studies\; is affected by nine chemicals including hydrogen sulfide, Ethanol, and methylmercuric chloride based on microarray and RNA-seq studies."
"108","WBGene00004908","C49C3.1","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier","snf-9 is an ortholog of human SLC6A16 (solute carrier family 6 member 16) and SLC6A7 (solute carrier family 6 member 7)\; is predicted to have neurotransmitter:sodium symporter activity."
"109","WBGene00004971","ZK617.3","Unassigned","Unassigned","Unassigned","spe-17 is involved in spermatid development."
"110","WBGene00004973","C06E7.6","Unassigned","Unassigned","Unassigned","spe-27 is involved in spermatid development\; is expressed in the male and the spermatocyte."
"111","WBGene00004994","T25C12.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","spp-9 is enriched in the muscle cell based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, Rotenone, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Saposin B type, region 2, Saposin B type domain, and Saposin-like."
"112","WBGene00005011","F26F4.8","Transcription factor","Transcription factor: ZF","Transcription factor: ZF","F26F4.8 is predicted to have nucleic acid binding activity."
"113","WBGene00005013","F43G6.6","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: demethylase","jmjd-1.1 is an ortholog of human KDM7A (lysine demethylase 7A), PHF2 (PHD finger protein 2), and PHF8 (PHD finger protein 8)\; is predicted to have metal ion binding activity."
"114","WBGene00005610","F28H7.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srj","srj-22 is affected by several genes including sir-2.1, csr-1, and tatn-1 based on tiling array, RNA-seq, and microarray studies\; is affected by resveratrol and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class j (Srj)."
"115","WBGene00005633","F37B4.11","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srj","srj-54 is affected by mut-2 based on microarray studies\; is affected by resveratrol, Atrazine, and adsorbable organic bromine compound based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class j (Srj)."
"116","WBGene00005634","Y45G12A.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srj","srj-55 is affected by hpl-2 based on tiling array studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class j (Srj)."
"117","WBGene00006044","T27A3.3","Unassigned","Unassigned","Unassigned","ssp-16 is expressed in the male gonad\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"118","WBGene00006053","T28H11.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ssq-4 is enriched in the amphid sheath cell based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and age-1 based on microarray and RNA-seq studies\; is affected by eighteen chemicals including Ethanol, methylmercury hydroxide, and nicotinic acid based on RNA-seq and microarray studies."
"119","WBGene00006283","C01B4.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: str","str-257 is affected by several genes including sir-2.1, pgl-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"120","WBGene00006284","C01B4.3","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: str","str-258 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-16, pgl-1, and glh-1 based on RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"121","WBGene00006288","C05E4.13","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: str","str-262 is enriched in the muscle cell based on microarray studies\; is affected by several genes including clk-1, sir-2.1, and mut-2 based on microarray and RNA-seq studies\; is affected by four chemicals including Mercuric Chloride, multi-walled carbon nanotube, and Progesterone based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"122","WBGene00006316","C03B1.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","sup-7 is expressed in several tissues, including the body wall musculature, the hypodermis, the intestine, the nervous system, and the reproductive system."
"123","WBGene00006330","Y73F8A.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","sup-24 is expressed in several tissues, including the body wall musculature, the hypodermis, the intestine, the nervous system, and the reproductive system."
"124","WBGene00006333","C48C5.t6","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","sup-28 is expressed in several tissues, including the body wall musculature, the hypodermis, the intestine, and the reproductive system."
"125","WBGene00006334","Y37E11AL.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","sup-29 is expressed in the body wall musculature, the intestine, the vulva, and uterus."
"126","WBGene00006338","D1073.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","sup-33 is expressed in several tissues, including the body wall musculature, the hypodermis, the intestine, the nervous system, and the reproductive system."
"127","WBGene00006344","C15F1.9","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","sup-39 is affected by daf-12 and rsr-2 based on tiling array and RNA-seq studies."
"128","WBGene00006367","ZK1067.6","mRNA functions","mRNA functions: binding","mRNA functions: binding: RBM","sym-2 is an ortholog of human ESRP1 (epithelial splicing regulatory protein 1) and ESRP2 (epithelial splicing regulatory protein 2)\; is predicted to have RNA binding activity\; is involved in embryo development, embryonic body morphogenesis, and multicellular organismal movement."
"129","WBGene00006416","T13A10.11","Metabolism","Metabolism: 1CC","Metabolism: 1CC: methionine","sams-5 is an ortholog of human MAT1A and MAT2A\; is predicted to have ATP binding activity, metal ion binding activity, and methionine adenosyltransferase activity\; is expressed in several tissues, including the alimentary system, the excretory gland cell, the nervous system, and the reproductive system."
"130","WBGene00006419","R02C2.3","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-39 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"131","WBGene00006471","Y32B12B.6","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-233 is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity."
"132","WBGene00006556","Y47D3A.12","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-37 is predicted to have DNA binding activity and DNA-binding activity transcription factor activity\; is involved in pharynx development\; localizes to the nucleus\; is expressed in several tissues, including head neurons, the ABalaa, the ABalaaa, the ABalaap, and the ABalap."
"133","WBGene00006557","C24H11.3","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-38 is predicted to have DNA binding activity and DNA-binding activity transcription factor activity\; is involved in pharynx development\; localizes to the nucleus\; is expressed in several tissues, including head neurons, the ABalaa, the ABalaaa, the ABalaap, and the ABalap."
"134","WBGene00006558","Y73F8A.16","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-39 is predicted to have DNA binding activity and DNA-binding activity transcription factor activity\; is expressed in head neurons, tail neurons, the head muscle, the intestine, and the ventral nerve cord."
"135","WBGene00006559","Y73F8A.17","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-40 is predicted to have DNA binding activity and DNA-binding activity transcription factor activity\; is expressed in phasmid neurons."
"136","WBGene00006560","T26C11.1","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-41 is predicted to have DNA binding activity and DNA-binding activity transcription factor activity."
"137","WBGene00006589","T08B1.2","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned","tnt-4 is an ortholog of human TNNT1, TNNT2 (troponin T2, cardiac type), and TNNT3 (troponin T3, fast skeletal type)\; is involved in several processes, including muscle contraction, nematode larval development, and pharyngeal gland morphogenesis."
"138","WBGene00006719","F49E12.4","Proteolysis proteasome","Proteolysis proteasome: E2","Proteolysis proteasome: E2","ubc-24 is an ortholog of human UBE2E1 (ubiquitin conjugating enzyme E2 E1), UBE2E2 (ubiquitin conjugating enzyme E2 E2), and UBE2E3 (ubiquitin conjugating enzyme E2 E3)\; human UBE2E1 exhibits ISG15 transferase activity and ubiquitin conjugating enzyme activity."
"139","WBGene00006895","T17A3.8","Pseudogene","Pseudogene","Pseudogene","ver-2 is an ortholog of human FGFR4 (fibroblast growth factor receptor 4)\; is predicted to have metal ion binding activity\; is involved in nematode male tail tip morphogenesis\; is expressed in the ADLL and the ADLR."
"140","WBGene00006953","ZK1037.10","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-7 is predicted to have peptidase activity."
"141","WBGene00006967","F55G1.16","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","yrn-1 is affected by cep-1 and elli-1 based on RNA-seq and tiling array studies."
